N,time0,res0,time1,res1,time2,res2,time3,res3,time4,res4,time5,res5,time6,res6,time7,res7,time8,res8,time9,res9,time10,res10,time11,res11,time12,res12,time13,res13,time14,res14,time15,res15,time16,res16,time17,res17
1.0,0.0,9655084.0,0.0,9000710.0,0.0,8713742.0,0.0,8514454.0,0.0,8443766.0,0.0,8180582.5,0.0,8151178.5,0.0,8027000.0,0.0,7838914.0,0.0,7795098.5,0.0,7488975.0,0.0,7709047.5,0.0,7481944.0,0.0,7500850.0,0.0,7464333.5,0.0,15687918.0,0.0,16002486.0,0.0,17390430.0
1.0,0.010004758834838867,9711908.0,0.02213764190673828,9124096.0,0.015622377395629883,8796855.0,0.031248092651367188,8667040.0,0.015631437301635742,8528689.0,0.02213764190673828,8363207.0,0.015625715255737305,8156780.5,0.015624284744262695,8036308.5,0.015633106231689453,7973091.0,0.015624284744262695,7885627.0,0.022129535675048828,7680366.5,0.015622854232788086,7612663.0,0.015623092651367188,7431506.5,0.01000356674194336,7658080.5,0.01000523567199707,7447888.5,0.020133018493652344,15398098.0,0.03125262260437012,15724416.0,0.015626192092895508,16989634.0
1.0,0.025635957717895508,9876545.0,0.037764549255371094,9302527.0,0.031246185302734375,8826717.0,0.046872854232788086,8571794.0,0.03125596046447754,8443766.0,0.03776383399963379,8314543.5,0.03776383399963379,8174948.5,0.03776907920837402,8047474.5,0.031260013580322266,7919902.5,0.03125119209289551,7893573.0,0.0377659797668457,7714057.0,0.031247377395629883,7722853.5,0.03775596618652344,7576219.0,0.025635480880737305,7568995.5,0.02563762664794922,7377268.5,0.035765886306762695,15230164.0,0.04687643051147461,15680350.0,0.03776717185974121,16375082.0
1.0,0.041266441345214844,9926366.0,0.05338740348815918,9207491.0,0.0468745231628418,8705165.0,0.06249713897705078,8811324.0,0.04688310623168945,8409239.0,0.05338573455810547,8298046.5,0.05338644981384277,8251456.5,0.05339503288269043,8198849.5,0.04688286781311035,7990474.5,0.0468752384185791,7982301.0,0.05338549613952637,7846619.5,0.0468754768371582,7671676.5,0.0533902645111084,7567779.5,0.04126095771789551,7483147.0,0.04126262664794922,7461931.5,0.0513911247253418,14692987.0,0.06116318702697754,15726947.0,0.05339241027832031,15951769.0
1.0,0.0568845272064209,10020122.0,0.06901144981384277,9250516.0,0.06901192665100098,8867697.0,0.08462905883789062,8798269.0,0.06250548362731934,8458514.0,0.06901144981384277,8318168.0,0.06901097297668457,8303388.0,0.06902074813842773,8081643.5,0.06250739097595215,8048769.0,0.06900811195373535,7892135.0,0.06900811195373535,7818139.5,0.0690147876739502,7748058.5,0.06901288032531738,7684100.0,0.0725088119506836,7761931.0,0.05688786506652832,7438431.0,0.08264017105102539,14734187.0,0.07678866386413574,15242421.0,0.0690162181854248,16091808.0
1.0,0.0725100040435791,9816251.0,0.08463931083679199,9244567.0,0.08463716506958008,9041838.0,0.10026311874389648,8809907.0,0.07813048362731934,8576607.0,0.08463740348815918,8493452.0,0.08463788032531738,8137036.5,0.08464598655700684,8201488.0,0.07813334465026855,8059698.0,0.08464717864990234,7889598.0,0.08463311195373535,7719126.5,0.08463883399963379,7792591.0,0.08463764190673828,7744250.0,0.0881345272064209,7712816.5,0.07251095771789551,7536524.0,0.09826421737670898,14729448.0,0.09241366386413574,15200941.0,0.09315919876098633,15732005.0
1.0,0.088134765625,9894872.0,0.1002645492553711,9370114.0,0.10026168823242188,8849295.0,0.11588668823242188,8712953.0,0.09375667572021484,8675524.0,0.10026168823242188,8434485.0,0.10026264190673828,8215871.5,0.10027027130126953,8125896.5,0.09375572204589844,8099485.0,0.10026860237121582,8014619.0,0.10025930404663086,7846621.0,0.10026311874389648,7818139.5,0.10026431083679199,7628551.0,0.1037592887878418,7682835.5,0.08813619613647461,7637141.0,0.11388993263244629,14305837.0,0.10803890228271484,15162113.0,0.10878419876098633,15687918.0
1.0,0.1037595272064209,9861998.0,0.12240338325500488,9252003.0,0.11588692665100098,8944024.0,0.13150954246520996,8884749.0,0.11589741706848145,8449197.0,0.12239956855773926,8439122.0,0.1223914623260498,8243073.0,0.12240409851074219,8121645.0,0.11589527130126953,8040729.0,0.11589455604553223,8081642.5,0.11588668823242188,7736711.5,0.1158902645111084,7748058.5,0.11588907241821289,7749304.5,0.12590956687927246,7689076.5,0.1037607192993164,7536524.0,0.13602781295776367,13936438.0,0.12366509437561035,15030183.0,0.137923002243042,16130346.0
1.0,0.12589573860168457,10246552.0,0.13802862167358398,9247542.0,0.13151192665100098,8972053.0,0.14713358879089355,8813612.0,0.13152122497558594,8622981.0,0.13802623748779297,8523939.0,0.13802361488342285,8350102.0,0.13804030418395996,8397344.0,0.13152194023132324,8162030.5,0.13152050971984863,8031140.5,0.13802313804626465,7957061.0,0.1315150260925293,7871370.0,0.13801789283752441,7854335.0,0.14152979850769043,7694060.5,0.1259009838104248,7582276.5,0.15165185928344727,14118722.0,0.13928794860839844,14952059.0,0.1535472869873047,15564554.0
1.0,0.14152193069458008,10214594.0,0.15365362167358398,9295243.0,0.1536412239074707,8980282.0,0.16276049613952637,8765225.0,0.14714527130126953,8710150.0,0.15365242958068848,8540960.0,0.15364861488342285,8210190.0,0.15366458892822266,8192809.0,0.14714646339416504,8059698.0,0.14714646339416504,7965178.5,0.15365123748779297,8033725.0,0.1536424160003662,7814252.5,0.15365076065063477,7887225.0,0.15715408325195312,7735404.0,0.1415247917175293,7593164.5,0.16727614402770996,13774762.0,0.16892695426940918,14640993.0,0.16917204856872559,15463222.0
1.0,0.15714526176452637,10114008.0,0.16927623748779297,9503623.0,0.16927242279052734,8922430.0,0.17838501930236816,8795441.0,0.16277194023132324,8609091.0,0.16927289962768555,8487380.0,0.16927146911621094,8441836.0,0.16928911209106445,8325339.5,0.16276979446411133,8047474.5,0.16276812553405762,7966459.5,0.16927456855773926,7873904.0,0.16933608055114746,7846618.5,0.16927552223205566,7884360.0,0.18840408325195312,7801476.0,0.1571495532989502,7685336.5,0.18290114402770996,13652488.0,0.18455147743225098,14323095.0,0.18479704856872559,15183946.0
1.0,0.17276930809020996,10150217.0,0.18490099906921387,9386438.0,0.18489575386047363,9077864.0,0.20052456855773926,8914298.0,0.17839646339416504,8670580.0,0.18489766120910645,8378218.0,0.20052266120910645,8490109.0,0.18491458892822266,8337032.5,0.17839360237121582,8084243.5,0.18491673469543457,8054229.5,0.18489766120910645,7883090.5,0.18489885330200195,7788632.0,0.20052289962768555,7781025.5,0.20402812957763672,7863623.0,0.18839812278747559,7756861.0,0.19852685928344727,13917860.0,0.20017409324645996,14460335.0,0.2004222869873047,15210721.0
1.0,0.18839502334594727,10010063.0,0.20052647590637207,9340625.0,0.20051980018615723,9091765.0,0.21615052223205566,8850198.0,0.20052552223205566,8643930.0,0.20052433013916016,8605619.0,0.21614742279052734,8454434.0,0.20054078102111816,8350102.0,0.19401764869689941,8137034.0,0.20054244995117188,8107620.0,0.20052146911621094,7957061.0,0.20052433013916016,7929208.5,0.21614789962768555,7868837.5,0.22617149353027344,7735404.0,0.204024076461792,7621210.5,0.21415114402770996,13596822.0,0.21579861640930176,14661425.0,0.21604681015014648,14860883.0
1.0,0.20401978492736816,10035447.0,0.2226707935333252,9345133.0,0.21614408493041992,9057091.0,0.23177528381347656,8878104.0,0.21615886688232422,8720752.0,0.22266602516174316,8442408.0,0.23828554153442383,8540960.0,0.21616506576538086,8158093.0,0.21618390083312988,8229907.0,0.21616363525390625,8131462.0,0.21614885330200195,8013329.5,0.21614742279052734,7941092.5,0.23177218437194824,7875326.0,0.24179744720458984,7868685.0,0.22616243362426758,7784875.0,0.23628902435302734,13616795.0,0.23142504692077637,14379739.0,0.23818445205688477,15087477.0
1.0,0.22615575790405273,10055677.0,0.23829174041748047,9631593.0,0.23177003860473633,9256239.0,0.24739837646484375,8888103.0,0.23178315162658691,8740002.0,0.23828864097595215,8536193.0,0.25391054153442383,8540960.0,0.23830842971801758,8365895.5,0.23180747032165527,8252782.5,0.23178982734680176,8119032.5,0.23828673362731934,8020287.0,0.23177504539489746,7919902.0,0.2539181709289551,7942371.0,0.25742149353027344,7786224.5,0.2417891025543213,7890866.5,0.25191235542297363,13790761.0,0.24704933166503906,14284026.0,0.25380992889404297,15130782.0
1.0,0.24178147315979004,10411545.0,0.25391674041748047,9609760.0,0.24739408493041992,9136348.0,0.26302218437194824,8914298.0,0.2474064826965332,8750071.0,0.25391364097595215,8539586.0,0.2695348262786865,8424432.0,0.25393080711364746,8376870.5,0.24743151664733887,8218916.5,0.24741387367248535,8092352.5,0.2539098262786865,8074847.0,0.24739956855773926,7908078.0,0.2695350646972656,7806715.5,0.27304649353027344,7810482.5,0.257413387298584,7832351.5,0.26753735542297363,13375748.0,0.26918840408325195,14002176.0,0.26943445205688477,15244872.0
1.0,0.25740575790405273,10239365.0,0.26953959465026855,9494535.0,0.2695298194885254,9197401.0,0.27864956855773926,9030992.0,0.2630307674407959,8676160.0,0.26954174041748047,8628528.0,0.2851579189300537,8467856.0,0.26955747604370117,8253210.5,0.26305723190307617,8260282.0,0.26303791999816895,8098182.0,0.2851588726043701,8099486.0,0.2695479393005371,8017451.0,0.2851595878601074,7796353.0,0.28867030143737793,7889764.5,0.2730369567871094,7763179.5,0.283160924911499,13384368.0,0.28481459617614746,14284026.0,0.28505730628967285,14863273.0
0.0,0.27303123474121094,10223966.0,0.2851676940917969,9544893.0,0.2851557731628418,9130788.0,0.30078816413879395,8997812.0,0.2786571979522705,8834706.0,0.28516387939453125,8665645.0,0.3007817268371582,8504251.0,0.28518056869506836,8357322.0,0.2786824703216553,8119032.5,0.2851827144622803,8142616.5,0.3007824420928955,8162030.5,0.2851698398590088,7919715.0,0.3164081573486328,7957061.0,0.3108072280883789,7945130.5,0.28866147994995117,7726581.0,0.2987852096557617,13218291.0,0.30043959617614746,13969231.0,0.30068206787109375,15101814.0
,0.28865575790405273,10174674.0,0.30079102516174316,9619087.0,0.3007793426513672,9280915.0,0.31641101837158203,8866269.0,0.2942819595336914,8854471.0,0.3072938919067383,8544360.0,0.3164091110229492,8510347.0,0.30080485343933105,8271794.5,0.3008131980895996,8294916.5,0.3008081912994385,8193191.0,0.32291460037231445,8125896.5,0.30080461502075195,7955569.0,0.33203577995300293,7902813.0,0.32644104957580566,7883090.5,0.3107931613922119,7806604.5,0.314410924911499,12930311.0,0.31606173515319824,13920101.0,0.31630921363830566,15061061.0
,0.3107891082763672,10339743.0,0.32293128967285156,9561799.0,0.3164036273956299,9184372.0,0.33203601837158203,9050187.0,0.3164198398590088,8814157.0,0.3229250907897949,8560811.0,0.3385505676269531,8536840.0,0.31643176078796387,8415198.0,0.3164496421813965,8289124.0,0.31643176078796387,8204516.0,0.3385493755340576,8076146.0,0.3164191246032715,8065173.0,0.35417795181274414,8058401.5,0.34206557273864746,7782371.0,0.32642674446105957,7754365.5,0.33655667304992676,12948577.0,0.33168697357177734,13906036.0,0.33844947814941406,14800530.0
