,time0,res0,time1,res1,time2,res2,time3,res3,time4,res4,time5,res5,time6,res6,time7,res7,time8,res8,time9,res9,time10,res10,time11,res11,time12,res12,time13,res13,time14,res14,time15,res15,time16,res16,time17,res17
0,0.0,9755740.377108425,0.0,8980813.895477273,0.0,8578886.07192676,0.0,8374745.453692216,0.0,8286560.9793679,0.0,8019455.8618862415,0.0,7959476.134139399,0.0,7982238.208550791,0.0,7685537.981684746,0.0,7656921.643093141,0.0,7410795.629350879,0.0,7597448.01627261,0.0,7307517.701818945,0.0,7385729.878019692,0.0,7600222.782347473,0.0,16556728.310866635,0.0,17061820.08508712,0.0,18264757.00183126
1,0.010004758834838869,9793659.999888275,0.02213764190673828,9129985.026494185,0.015622377395629885,8754871.878071196,0.031248092651367188,8650843.259270288,0.015631437301635742,8436526.242866237,0.02213764190673828,8283687.210815741,0.015625715255737305,8136204.847321199,0.015624284744262697,8065513.9756375365,0.015633106231689453,7915965.652436967,0.015624284744262697,7825927.436819144,0.022129535675048828,7696676.69404918,0.015622854232788088,7675111.265970004,0.015623092651367188,7620421.677668823,0.01000356674194336,7523988.037556509,0.01000523567199707,7624050.576290294,0.020133018493652344,15015030.688125946,0.03125262260437012,15424900.574605305,0.015626192092895508,16651854.236161044
2,0.025635957717895508,9837928.408518214,0.03776454925537109,9180635.45148495,0.031246185302734375,8821006.954791497,0.046872854232788086,8698673.571294583,0.03125596046447754,8491245.820711255,0.03776383399963379,8340656.468566877,0.03776383399963379,8215896.026367277,0.037769079208374016,8119995.099316585,0.031260013580322266,7978576.734589425,0.031251192092895515,7883232.471001639,0.0377659797668457,7755822.08836432,0.031247377395629883,7713813.986994557,0.03775596618652344,7701651.528639769,0.025635480880737305,7588993.228378701,0.02563762664794922,7641926.675969984,0.035765886306762695,14715800.118437586,0.04687643051147461,15210612.561566588,0.03776717185974121,16174544.621570542
3,0.04126644134521485,9876092.424283346,0.05338740348815918,9221212.736026602,0.0468745231628418,8869101.573566625,0.062497138977050774,8736520.068663286,0.04688310623168945,8530905.50968982,0.05338573455810547,8382673.262686605,0.053386449813842766,8254687.082260431,0.05339503288269043,8149154.480177788,0.04688286781311035,8021379.0145972,0.0468752384185791,7923945.860266595,0.05338549613952637,7799087.449684421,0.0468754768371582,7744092.637911859,0.0533902645111084,7737678.477274697,0.041260957717895515,7631144.604882708,0.04126262664794922,7655399.335543209,0.0513911247253418,14503422.070780024,0.06116318702697754,15057689.196662216,0.05339241027832031,15957676.067475248
4,0.0568845272064209,9910463.766718652,0.06901144981384277,9255738.113973685,0.06901192665100098,8922219.564763375,0.08462905883789062,8780010.290088922,0.06250548362731934,8562867.507201694,0.06901144981384277,8416502.549664816,0.06901097297668457,8286438.389654524,0.06902074813842772,8174189.209860191,0.06250739097595215,8054667.894236245,0.06900811195373535,7968181.572918554,0.06900811195373535,7833745.088010425,0.0690147876739502,7779402.089379784,0.06901288032531737,7765873.845534045,0.0725088119506836,7690282.331927664,0.05688786506652833,7666760.369345562,0.08264017105102539,14196261.638935238,0.07678866386413574,14918927.801041674,0.0690162181854248,15785621.26948627
5,0.0725100040435791,9942050.846783785,0.08463931083679199,9286080.162688544,0.08463716506958008,8953250.977292258,0.10026311874389647,8805946.677552849,0.07813048362731934,8589981.920900863,0.08463740348815918,8445028.75964464,0.08463788032531737,8313550.6402451955,0.08464598655700684,8196351.497556935,0.07813334465026855,8082184.300207915,0.08464717864990234,7993744.108466665,0.08463311195373535,7862859.957091054,0.08463883399963379,7800866.813368234,0.08463764190673828,7789196.599246671,0.0881345272064209,7713198.868773438,0.07251095771789551,7676788.646147376,0.09826421737670897,14076059.457888454,0.09241366386413574,14800438.336080503,0.09315919876098633,15572203.912796136
6,0.088134765625,9971379.107924044,0.1002645492553711,9313283.394661654,0.10026168823242188,8980620.148928797,0.11588668823242188,8829010.563579,0.09375667572021484,8613687.752770703,0.10026168823242188,8469793.665980304,0.10026264190673828,8337319.536256248,0.10027027130126953,8216353.931967608,0.09375572204589844,8105759.24957883,0.10026860237121582,8016097.995245472,0.10025930404663086,7888059.755638969,0.10026311874389647,7820285.5508348625,0.100264310836792,7809155.009818817,0.1037592887878418,7733345.496388763,0.08813619613647461,7685871.795910863,0.11388993263244628,13970160.541900884,0.10803890228271484,14696614.072613996,0.10878419876098633,15456660.494490635
7,0.1037595272064209,9998805.623760875,0.12240338325500487,9347725.2345253,0.11588692665100098,9005181.358016584,0.13150954246520996,8849823.14389725,0.11589741706848145,8643033.818438208,0.12239956855773924,8500199.311288517,0.1223914623260498,8366767.362713838,0.1224040985107422,8241850.280994573,0.11589527130126953,8134404.69727043,0.11589455604553225,8036041.589189939,0.11588668823242188,7910326.464694085,0.1158902645111084,7838087.039867781,0.11588907241821288,7826633.593254996,0.12590956687927246,7758384.102010163,0.1037607192993164,7694233.181246084,0.13602781295776367,13838510.995312408,0.12366509437561035,14603955.890312644,0.137923002243042,15272956.656297429
8,0.12589573860168454,10034887.946212102,0.13802862167358398,9369731.485127103,0.13151192665100098,9027502.855832525,0.14713358879089355,8868809.500587497,0.13152122497558594,8661455.249530647,0.13802623748779294,8519141.048655888,0.13802361488342285,8385272.457184754,0.13804030418395996,8258258.093992222,0.13152194023132324,8152112.990008321,0.13152050971984866,8054073.751919109,0.13802313804626465,7938055.195309165,0.1315150260925293,7854558.30820568,0.1380178928375244,7848223.35232309,0.14152979850769046,7774117.731567308,0.1259009838104248,7705121.207169405,0.15165185928344727,13755701.334002908,0.13928794860839844,14520144.865655623,0.1535472869873047,15187199.318510376
9,0.14152193069458008,10058652.66395798,0.15365362167358398,9390177.33847697,0.1536412239074707,9056047.852787033,0.16276049613952634,8886280.04179782,0.14714527130126953,8678377.846973112,0.15365242958068848,8536435.651972309,0.15364861488342285,8402253.682364218,0.15366458892822266,8273562.283224209,0.14714646339416504,8168205.966575821,0.14714646339416504,8070549.587217552,0.15365123748779294,7955515.86116825,0.1536424160003662,7876016.403742954,0.15365076065063474,7861742.217034203,0.15715408325195312,7788583.134733785,0.1415247917175293,7712257.981873408,0.16727614402770996,13679592.003877312,0.16892695426940918,14379852.427779509,0.1691720485687256,15108336.95298979
