,time0,res0,time1,res1,time2,res2,time3,res3,time4,res4,time5,res5,time6,res6,time7,res7,time8,res8,time9,res9,time10,res10,time11,res11,time12,res12,time13,res13,time14,res14,time15,res15,time16,res16,time17,res17
0,0.0,9507626.042015705,0.0,8858442.653225927,0.0,7919256.881651067,0.0,7476760.3672057185,0.0,7245071.806170182,0.0,7175800.570447508,0.0,6593541.203532547,0.0,6549855.414573579,0.0,6387268.894212253,0.0,6027789.568796842,0.0,6253271.979360003,0.0,5847074.937176745,0.0,5837046.338114924,0.0,5618008.138425153,0.0,5451614.57700801,0.0,10963394.389687104,0.0,11633316.60337019,0.0,12333136.514215553
1,0.01562643051147461,10016159.524841521,0.015631437301635742,9085616.627936795,0.015626192092895508,8420710.269548424,0.015625953674316406,7795863.324590752,0.022266864776611328,7594331.025565064,0.01563405990600586,7295022.108632619,0.022139310836791992,7077809.78332553,0.015624284744262697,6789595.520819141,0.03525996208190918,6782677.588448262,0.015622377395629885,6384057.944776771,0.015624046325683594,6065855.127164507,0.015625,5935655.419501203,0.012340068817138672,5958983.699044127,0.015622138977050781,5768576.244708438,0.015625,5624556.850753439,0.015623331069946287,10299031.048060156,0.022127628326416016,10830001.015225705,0.015625476837158203,11304651.02797885
2,0.03124880790710449,9915048.964183966,0.03125166893005371,9210738.77924596,0.03126859664916992,8419066.193763435,0.031247854232788086,7947983.040828967,0.037899017333984375,7602977.801902269,0.03125476837158203,7340801.471789392,0.037769556045532234,7001237.94981984,0.031397342681884766,6817349.616694644,0.050884485244750984,6460879.783875642,0.03124713897705078,6479279.247110707,0.031249046325683594,6273905.285128298,0.03776741027832031,6121651.401663817,0.03239607810974121,6034872.993991525,0.031248569488525387,5830528.363591538,0.03125214576721192,5758256.342758999,0.0312495231628418,10198033.866687559,0.03776073455810547,10537714.317941392,0.03125309944152832,10884013.42528405
3,0.04687809944152832,9971453.50758892,0.0468754768371582,9205760.065295927,0.04687643051147461,8455952.196658513,0.0468752384185791,7947539.784110087,0.05352115631103516,7624095.848844556,0.04687976837158203,7348664.718473296,0.0533902645111084,6878328.022525649,0.037410736083984375,6826620.963040974,0.06651115417480469,6465813.000629112,0.0468740463256836,6268862.306240472,0.04687952995300293,6356595.297373546,0.0533907413482666,6124392.799009318,0.05054855346679688,5943904.167478722,0.05339384078979492,5713462.123450258,0.04687690734863281,5706461.987999158,0.04687643051147461,9853681.947648987,0.05338430404663086,10429101.053446023,0.046873807907104485,10626356.930881467
4,0.06901383399963379,10212983.59265525,0.06900572776794434,9081915.0718598,0.06900906562805176,8571587.494226448,0.06901264190673828,7995101.145555727,0.06914806365966797,7399038.025361805,0.06250476837158203,7386358.713930497,0.06901359558105469,7058592.094564708,0.05304241180419922,6678199.861275158,0.08213567733764647,6566552.097761975,0.062497854232788086,6490691.789274346,0.0624997615814209,6303568.860347877,0.06901764869689941,6263603.124226117,0.07618570327758789,6005781.832977451,0.06901812553405763,5891004.382945535,0.0624995231628418,5778939.075988589,0.0625007152557373,9704094.1431154,0.06900739669799805,10421728.673985414,0.06250262260437013,10738214.06893485
5,0.0846407413482666,10200911.757018408,0.08463907241821289,9163579.574855069,0.0846400260925293,8689244.472484803,0.08463716506958008,8088995.609159271,0.08477425575256348,7887182.554985951,0.07812809944152832,7336117.582146153,0.08464193344116211,7022931.7084754715,0.06866765022277832,6821912.572086864,0.09775853157043456,6783604.175658377,0.07812285423278809,6482830.252869271,0.08462953567504883,6418352.1666773725,0.08464169502258301,6153429.501359507,0.09181070327758788,6156359.141865866,0.08464431762695312,5829245.882430605,0.08463740348815918,5713311.112105678,0.08462929725646973,9741755.40959616,0.08463430404663086,10034609.660016848,0.08464670181274414,10690932.954825327
6,0.10026240348815918,10008681.515683347,0.10026264190673828,9108256.343009247,0.1002650260925293,8745767.864640327,0.10026192665100098,8157704.575392987,0.10039877891540527,7713577.323900093,0.09375381469726562,7397327.03132826,0.1002638339996338,7110214.581967159,0.08429145812988281,6811656.024016984,0.11338353157043456,6668015.8835657425,0.1002659797668457,6439065.290827261,0.10026216506958008,6393507.981221283,0.1002659797668457,6232558.519155946,0.107435941696167,6020987.749270528,0.10026741027832033,5891607.524857442,0.10026264190673828,5736092.2442633975,0.10026288032531737,9820104.396963544,0.10025811195373537,10456545.756873297,0.10027194023132324,10670765.186040353
7,0.11588740348815918,10230596.349434705,0.11588788032531737,9180155.868844977,0.1158895492553711,8643007.122475244,0.11588597297668456,8300567.02478017,0.12204384803771973,7785114.144147937,0.1158900260925293,7487236.566167661,0.12240004539489745,7380269.985731597,0.0999159812927246,6777180.968456196,0.13551974296569824,6644698.654691689,0.11589193344116212,6555076.138427509,0.11855053901672365,6428126.780828828,0.12239694595336915,6193018.283224556,0.1230604648590088,6158201.5071966285,0.11590027809143065,5918685.013397659,0.11588740348815918,5652023.5797316665,0.11588740348815918,9447596.006027918,0.11588740348815918,10299162.561189646,0.11589646339416505,10373435.29641718
8,0.1315145492553711,10449027.06640982,0.13151264190673828,9432463.537341205,0.1315140724182129,8783966.530163357,0.13151001930236814,8349563.187039966,0.13766837120056152,7739400.522980941,0.1315150260925293,7476756.09555676,0.13802719116210938,7251925.929198223,0.11553955078125,6850021.637478157,0.15114498138427734,6868284.0359161375,0.13151097297668454,6460380.458669048,0.13417840003967285,6597373.877214552,0.1380298137664795,6232578.904252609,0.1386854648590088,6104894.956153775,0.13802170753479004,5816857.519773575,0.13151216506958008,5667424.172175276,0.13151073455810547,9695462.344952898,0.13802480697631836,10167335.313399702,0.13152217864990234,10660910.675239991
9,0.14713668823242188,10480496.727662994,0.14713740348815918,9168851.428118652,0.1471395492553711,8977398.988028802,0.14713382720947266,8318052.327261208,0.15329217910766602,7802541.103457792,0.1471385955810547,7405616.15157376,0.15365123748779294,7294266.187762819,0.13116669654846191,6763436.431701573,0.16676902770996094,6813636.246061295,0.147141695022583,6433491.513603113,0.14980411529541016,6370487.714433278,0.1536548137664795,6189439.2480993895,0.15689754486083984,6170398.114218601,0.1536562442779541,5900468.28074912,0.14713740348815918,5720773.799516957,0.14713454246520996,9544605.188424587,0.15364933013916016,9976050.570606595,0.14714717864990234,10468029.98931223
