N,time0,res0,time1,res1,time2,res2,time3,res3,time4,res4,time5,res5,time6,res6,time7,res7,time8,res8,time9,res9,time10,res10,time11,res11,time12,res12,time13,res13,time14,res14,time15,res15,time16,res16,time17,res17
1.0,0.0,10147476.0,0.0,9036063.0,0.0,8274829.0,0.0,7876054.0,0.0,7470378.5,0.0,7160906.5,0.0,6891515.5,0.0,6663175.5,0.0,6458560.5,0.0,6257104.5,0.0,6173899.0,0.0,5975341.0,0.0,5928541.0,0.0,5673153.0,0.0,5526315.0,0.0,10571415.0,0.0,10927404.0,0.0,11728640.0
1.0,0.01562643051147461,9836925.0,0.015631437301635742,9082519.0,0.015626192092895508,8398900.0,0.015625953674316406,7882696.0,0.022266864776611328,7555748.0,0.01563405990600586,7213049.0,0.022139310836791992,6931676.5,0.015624284744262695,6669057.5,0.03525996208190918,6517674.0,0.015622377395629883,6259390.5,0.015624046325683594,6172680.5,0.015625,6072020.5,0.012340068817138672,5910955.5,0.015622138977050781,5777905.0,0.015625,5624902.0,0.015623331069946289,10320328.0,0.022127628326416016,11051049.0,0.015625476837158203,11104427.0
1.0,0.031248807907104492,9910701.0,0.03125166893005371,9146868.0,0.03126859664916992,8424595.0,0.031247854232788086,7974920.5,0.037899017333984375,7542648.5,0.03125476837158203,7270633.5,0.03776955604553223,7010033.0,0.031397342681884766,6734338.5,0.05088448524475098,6557197.5,0.03124713897705078,6242698.5,0.031249046325683594,6127172.0,0.03776741027832031,6100060.5,0.03239607810974121,5907935.0,0.03124856948852539,5773224.0,0.031252145767211914,5656049.0,0.031249523162841797,10238677.0,0.03776073455810547,10767946.0,0.03125309944152832,10855803.0
1.0,0.04687809944152832,9990769.0,0.0468754768371582,9213598.0,0.04687643051147461,8550497.0,0.0468752384185791,8002207.0,0.053521156311035156,7594371.0,0.04687976837158203,7420310.0,0.0533902645111084,7083289.5,0.037410736083984375,6703435.5,0.06651115417480469,6585184.0,0.046874046325683594,6279219.5,0.04687952995300293,6224615.5,0.0533907413482666,6126387.0,0.050548553466796875,5982314.5,0.05339384078979492,5742560.5,0.04687690734863281,5678600.5,0.04687643051147461,10030917.0,0.05338430404663086,10543299.0,0.04687380790710449,10930921.0
1.0,0.06901383399963379,10001148.0,0.06900572776794434,9210634.0,0.06900906562805176,8405368.0,0.06901264190673828,7992501.5,0.06914806365966797,7732668.5,0.06250476837158203,7312027.5,0.06901359558105469,7107549.0,0.05304241180419922,6797609.0,0.08213567733764648,6545762.0,0.062497854232788086,6386106.0,0.0624997615814209,6220358.0,0.06901764869689941,6106325.5,0.07618570327758789,5955354.5,0.06901812553405762,5877800.5,0.0624995231628418,5699432.0,0.0625007152557373,9968853.0,0.06900739669799805,10444836.0,0.06250262260437012,10889129.0
1.0,0.0846407413482666,10077058.0,0.08463907241821289,9192237.0,0.0846400260925293,8562161.0,0.08463716506958008,8094573.5,0.08477425575256348,7615058.0,0.07812809944152832,7302835.5,0.08464193344116211,6979366.5,0.06866765022277832,6780411.5,0.09775853157043457,6569574.0,0.07812285423278809,6356740.0,0.08462953567504883,6261679.0,0.08464169502258301,6134683.5,0.09181070327758789,5978466.5,0.08464431762695312,5770423.0,0.08463740348815918,5765757.0,0.08462929725646973,9891028.0,0.08463430404663086,10493394.0,0.08464670181274414,10855802.0
1.0,0.10026240348815918,10029305.0,0.10026264190673828,9294272.0,0.1002650260925293,8515869.0,0.10026192665100098,8079667.5,0.10039877891540527,7552225.5,0.09375381469726562,7408678.5,0.10026383399963379,6976000.0,0.08429145812988281,6833867.0,0.11338353157043457,6597678.0,0.1002659797668457,6379253.5,0.10026216506958008,6289473.5,0.1002659797668457,6098893.5,0.10743594169616699,6032942.0,0.10026741027832031,5875979.0,0.10026264190673828,5745331.0,0.10026288032531738,9738680.0,0.10025811195373535,10192592.0,0.10027194023132324,10725659.0
1.0,0.11588740348815918,10041398.0,0.11588788032531738,9292777.0,0.1158895492553711,8571749.0,0.11588597297668457,8079376.5,0.12204384803771973,7716372.0,0.1158900260925293,7529537.0,0.12240004539489746,7164362.5,0.09991598129272461,6799794.5,0.13551974296569824,6599324.5,0.11589193344116211,6423023.0,0.11855053901672363,6249792.0,0.12239694595336914,6187743.0,0.12306046485900879,6045210.5,0.11590027809143066,5828887.0,0.11588740348815918,5753680.0,0.11588740348815918,9812576.0,0.11588740348815918,10313034.0,0.11589646339416504,10680237.0
1.0,0.1315145492553711,10487515.0,0.13151264190673828,9310114.0,0.1315140724182129,8660546.0,0.13151001930236816,8186343.5,0.13766837120056152,7835807.5,0.1315150260925293,7453928.5,0.13802719116210938,7144842.5,0.11553955078125,6899074.0,0.15114498138427734,6627670.5,0.13151097297668457,6488594.0,0.13417840003967285,6299175.0,0.1380298137664795,6198652.5,0.1386854648590088,5994376.0,0.13802170753479004,5885579.0,0.13151216506958008,5784479.0,0.13151073455810547,9923755.0,0.13802480697631836,10187674.0,0.13152217864990234,10553532.0
1.0,0.14713668823242188,10348937.0,0.14713740348815918,9170976.0,0.1471395492553711,8566952.0,0.14713382720947266,8097483.5,0.15329217910766602,7864371.0,0.1471385955810547,7473871.0,0.15365123748779297,7115232.5,0.13116669654846191,6839531.5,0.16676902770996094,6630298.0,0.147141695022583,6431380.5,0.14980411529541016,6404690.5,0.1536548137664795,6176879.0,0.15689754486083984,6084274.5,0.1536562442779541,5858543.0,0.14713740348815918,5713138.5,0.14713454246520996,9891028.0,0.15364933013916016,10341601.0,0.14714717864990234,10374361.0
1.0,0.16927647590637207,10259645.0,0.16276049613952637,9422400.0,0.1627635955810547,8668251.0,0.16927528381347656,8154332.0,0.16891694068908691,7700138.5,0.1627635955810547,7470379.0,0.16927647590637207,7118345.5,0.15330743789672852,6990552.0,0.18239521980285645,6660513.0,0.16276121139526367,6537069.0,0.16542768478393555,6333736.0,0.16927623748779297,6183530.5,0.17603397369384766,6084450.0,0.1692807674407959,5900176.5,0.16276073455810547,5829824.5,0.16275882720947266,9558625.0,0.16927313804626465,10128559.0,0.16277241706848145,10764484.0
1.0,0.1849040985107422,10298489.0,0.18490219116210938,9389498.0,0.18489837646484375,8647948.0,0.18490195274353027,8213288.0,0.18454217910766602,7749026.0,0.1783888339996338,7595629.0,0.18490052223205566,7150288.5,0.1689314842224121,6871158.5,0.19802021980285645,6739804.5,0.17838573455810547,6470534.5,0.18105244636535645,6398824.5,0.18490314483642578,6216104.0,0.19165968894958496,6066633.5,0.1849050521850586,5912857.0,0.18489742279052734,5782574.0,0.17838358879089355,9567852.0,0.18489813804626465,9960504.0,0.1849069595336914,10373655.0
1.0,0.20052742958068848,10298489.0,0.20052719116210938,9558625.0,0.20052456855773926,8640273.0,0.20052313804626465,8179760.0,0.2001657485961914,7802446.5,0.19401240348815918,7463287.0,0.20052504539489746,7195859.5,0.1845567226409912,6918039.0,0.21364235877990723,6671203.5,0.20052504539489746,6464541.0,0.20018839836120605,6407111.0,0.20052766799926758,6273606.0,0.20728707313537598,6026973.0,0.2005293369293213,5929589.0,0.20052218437194824,5803252.5,0.20052051544189453,9450728.0,0.20052218437194824,10123195.0,0.20053577423095703,10357952.0
1.0,0.21615123748779297,10242555.0,0.21615099906921387,9373330.0,0.21614766120910645,8842261.0,0.21614813804626465,8138897.5,0.2223062515258789,7790967.0,0.21614813804626465,7503370.5,0.22266530990600586,7265023.0,0.2001807689666748,6888190.0,0.23578429222106934,6722918.0,0.21614909172058105,6489228.5,0.21581363677978516,6350644.0,0.21628022193908691,6178100.0,0.22290825843811035,6124803.0,0.2161557674407959,6007452.0,0.21614646911621094,5794827.0,0.21614551544189453,9581731.0,0.21614980697631836,9985593.0,0.21616053581237793,10128559.0
1.0,0.23177647590637207,10511950.0,0.23177599906921387,9263827.0,0.23177218437194824,8688645.0,0.23177266120910645,8157303.5,0.2379307746887207,7893004.0,0.23177433013916016,7487991.0,0.23828768730163574,7208052.5,0.21580743789672852,6960782.5,0.2514035701751709,6810383.0,0.23177266120910645,6516200.0,0.23143792152404785,6369003.5,0.22228503227233887,6235411.5,0.23853278160095215,6099875.0,0.23177814483642578,5939425.5,0.23177170753479004,5847021.0,0.23176908493041992,9357074.0,0.23829436302185059,9864567.0,0.23178601264953613,10257397.0
1.0,0.2539064884185791,10087228.0,0.24740314483642578,9368807.0,0.24739861488342285,8662676.0,0.24739694595336914,8224648.5,0.2535545825958252,7740244.5,0.24740338325500488,7537869.0,0.25391578674316406,7226462.0,0.23793458938598633,6934601.0,0.2670283317565918,6721836.5,0.24739813804626465,6521676.5,0.24706101417541504,6441456.5,0.2379164695739746,6210362.0,0.2606637477874756,6110446.5,0.2539231777191162,5895277.0,0.24739646911621094,5813663.5,0.24739551544189453,9425321.0,0.2539210319519043,9830376.0,0.24741029739379883,10330955.0
1.0,0.26953911781311035,10403262.0,0.26302671432495117,9474843.0,0.2631511688232422,8767711.0,0.2695345878601074,8241748.0,0.2691795825958252,7885387.0,0.26302433013916016,7466774.0,0.26955580711364746,7132295.5,0.2535665035247803,6885309.5,0.2826516628265381,6714245.5,0.2631521224975586,6553136.5,0.26268863677978516,6426495.0,0.2535433769226074,6293521.5,0.27629590034484863,6050389.5,0.269542932510376,5998494.5,0.2655773162841797,5856601.0,0.26302599906921387,9392519.0,0.2695441246032715,10063245.0,0.26954054832458496,10224358.0
0.0,0.28516483306884766,10344928.0,0.28516626358032227,9491494.0,0.26915788650512695,8778417.0,0.2851583957672119,8240422.5,0.2848033905029297,7894433.0,0.27864933013916016,7567801.5,0.28516459465026855,7266192.5,0.26919102668762207,6950813.5,0.2982759475708008,6752373.0,0.27878379821777344,6599217.5,0.27831268310546875,6366954.5,0.2691652774810791,6299472.5,0.2919199466705322,6146383.0,0.285167932510376,5978225.5,0.2852141857147217,5870109.5,0.27865052223205566,9302828.0,0.2851719856262207,9894211.0,0.2851715087890625,10423174.0
,0.30078649520874023,10456478.0,0.30079197883605957,9496019.0,0.2847905158996582,8862028.0,0.300783634185791,8195363.5,0.3004276752471924,7895703.0,0.3007805347442627,7489195.0,0.3072962760925293,7201100.0,0.28481435775756836,6915127.0,0.313901424407959,6729445.0,0.30042219161987305,6546815.0,0.30045080184936523,6443911.0,0.2847900390625,6218104.5,0.30754518508911133,6112413.0,0.30078935623168945,5918920.0,0.3008396625518799,5836485.5,0.30078983306884766,9351223.0,0.3007941246032715,9659568.0,0.3007979393005371,10234804.0
,0.31641197204589844,10350602.0,0.31641721725463867,9304326.0,0.3004148006439209,8780661.0,0.3164095878601074,8182392.5,0.3225669860839844,7861842.0,0.31641364097595215,7511642.0,0.32292914390563965,7194425.5,0.3004417419433594,6976396.0,0.336040735244751,6790936.0,0.31604862213134766,6612356.0,0.31607556343078613,6491725.5,0.3004164695739746,6258111.0,0.32317018508911133,6135670.5,0.31641602516174316,5947378.5,0.31646251678466797,5879760.5,0.31641292572021484,9175099.0,0.32292962074279785,9717937.0,0.3164217472076416,10047862.0
