,time0,res0,time1,res1,time2,res2,time3,res3,time4,res4,time5,res5,time6,res6,time7,res7,time8,res8,time9,res9,time10,res10,time11,res11,time12,res12,time13,res13,time14,res14,time15,res15,time16,res16,time17,res17
0,0.0,25356700.083961926,0.0,26620098.43008667,0.0,26103124.27268887,0.0,27561156.688336022,0.0,27919268.974865966,0.0,27701938.78755819,0.0,27952467.29964766,0.0,28608464.664329007,0.0,29389287.486477777,0.0,28718179.62502376,0.0,28139610.16382706,0.0,29282888.889856674,0.0,28799465.910621755,0.0,29195402.822898533,0.0,30020558.23059374,0.0,12620937.739229724,0.0,11045365.767367711,0.0,10253972.365386138
1,0.015622377395629885,23434056.188222855,0.015633106231689453,24250309.463228434,0.015624523162841797,24435189.366505988,0.015631675720214844,25251398.127471037,0.022138118743896484,25220148.676015787,0.015625,25436870.67645172,0.0156252384185791,25717687.398994137,0.015624523162841797,26235512.718810026,0.01563405990600586,26423208.980106086,0.02214288711547852,26016073.283559423,0.015624761581420897,26014126.871852636,0.022141218185424805,26371600.10275137,0.015624761581420897,26426202.51287388,0.015622377395629885,26858315.692512114,0.015630245208740234,26927284.238467623,0.015622854232788088,13372118.684693784,0.01563239097595215,11082704.469061626,0.01562666893005371,10275063.570045343
2,0.031248092651367188,22967780.04015949,0.031258583068847656,23756392.24453508,0.0312502384185791,24023086.682385866,0.03125,24751459.136393733,0.0403749942779541,24741917.84492317,0.03125214576721192,24953379.62279939,0.0377652645111084,25073625.04232276,0.031250953674316406,25709344.853398994,0.03125905990600586,25841903.205297254,0.0377655029296875,25588699.38613769,0.03125333786010742,25538792.487559155,0.03776454925537109,25922367.084682748,0.03125190734863281,25916654.585310735,0.03124833106994629,26330787.21109558,0.031256914138793945,26342721.16410311,0.031248569488525387,13372118.68469379,0.031259775161743164,11111265.254003791,0.03778266906738281,10298864.948462095
3,0.0468747615814209,22651334.064719714,0.04688215255737305,23427846.602470152,0.046873807907104485,23741435.25176435,0.0468754768371582,24416744.21341955,0.05600166320800781,24452157.638392515,0.046876192092895515,24630230.12589096,0.053391218185424805,24779589.69512678,0.046875953674316406,25356415.06943806,0.04688310623168945,25458759.68108394,0.053388118743896484,25281272.255993705,0.04687786102294922,25218969.01678794,0.05338954925537109,25600245.405393858,0.05339193344116211,25459543.27251495,0.0468745231628418,25975917.280517012,0.04688096046447754,25958850.4386921,0.04687356948852539,13372118.684693795,0.046881914138793945,11136608.811866252,0.05340886116027832,10313986.840742838
4,0.06249833106994629,22405763.754359607,0.06250524520874022,23175854.82454689,0.06901192665100098,23441850.294768706,0.062498807907104485,24159096.15660094,0.07162976264953612,24219830.03360931,0.06900954246520996,24292008.722710285,0.0690159797668457,24545410.92065828,0.06901907920837402,24986183.406244446,0.06250524520874022,25166645.62870611,0.06903243064880371,25036833.577654902,0.0690150260925293,24882572.60577205,0.0690152645111084,25345022.989952862,0.0690159797668457,25219374.400615714,0.06262731552124022,25699850.410286874,0.06250405311584473,25666736.545717075,0.06249856948852539,13372118.684693797,0.06250596046447754,11159801.425328469,0.06903338432312013,10328162.779589018
5,0.08463144302368164,22127159.175107148,0.07813191413879395,22969186.882882476,0.08463668823242188,23270912.65129646,0.08463025093078612,23868670.294952266,0.08725261688232422,24024467.256323583,0.08464241027832031,24101112.57994333,0.0846402645111084,24349059.73489134,0.08464384078979492,24777186.97437353,0.07812881469726562,24928141.65386591,0.08465886116027832,24832590.345438734,0.0846407413482666,24692157.52184457,0.0846397876739502,25131895.90532683,0.0846397876739502,25018273.28550573,0.06863188743591309,25608568.91551132,0.07813143730163574,25428497.604173332,0.08463573455810547,13372118.6846938,0.07812976837158203,11181338.945713155,0.08465957641601562,10341576.171992434
6,0.10039186477661133,21961034.26112912,0.09375882148742676,22792938.49631548,0.10026025772094728,23122002.066321388,0.10026288032531737,23697600.444708742,0.10287642478942872,23855031.4050918,0.1002659797668457,23936107.61173887,0.10026407241821288,24179070.09042204,0.10026907920837402,24596320.41657586,0.09375309944152832,24725435.403886963,0.10029458999633788,24655978.833112475,0.100264310836792,24527128.059126545,0.1002659797668457,24947952.843675338,0.1002659797668457,24844327.093314216,0.08426284790039062,25396787.701710947,0.09375429153442384,25226266.881394334,0.10026121139526367,13372118.684693802,0.09375429153442384,11201520.412457742,0.1002814769744873,10354336.83422654
7,0.11602306365966795,21815000.568183277,0.11589813232421875,22579548.414495002,0.11588358879089355,22989528.28959196,0.11588764190673828,23546420.833853725,0.12201356887817386,23673399.197485417,0.1158909797668457,23790180.6480122,0.11588788032531737,24028634.08015895,0.11589288711547853,24436341.78929288,0.11588692665100098,24480851.48415844,0.12243032455444335,24439934.832340807,0.1158902645111084,24380907.617888033,0.12240147590637207,24723125.241336428,0.1158907413482666,24690538.565303184,0.09988760948181152,25213533.777832266,0.11589384078979492,24982359.444206536,0.11588549613952635,13372118.684693804,0.1158909797668457,11228169.123555083,0.12241530418395995,10371458.33266275
8,0.13164782524108887,21683518.08509229,0.13152360916137695,22447858.294022575,0.13151001930236814,22869839.256219067,0.13151073455810547,23410587.64298342,0.13763856887817386,23541313.143928558,0.1315171718597412,23659026.7967832,0.1380298137664795,23840645.087664116,0.131516695022583,24292539.408685967,0.13151311874389648,24330298.87000668,0.13805818557739258,24305458.63371692,0.1315150260925293,24249308.076229095,0.13802695274353027,24583377.311221376,0.13802337646484375,24498609.439729676,0.11551070213317872,25051386.61747057,0.1315171718597412,24832375.398190074,0.13151097297668454,13372118.684693804,0.13152146339416504,11245802.482421799,0.13805127143859866,10382955.248667913
9,0.14727282524108887,21563671.009090252,0.14714908599853516,22328213.859914795,0.14713191986083984,22760487.02812732,0.14726662635803225,23286014.47385925,0.15326476097106936,23420768.910302103,0.1471409797668457,23539715.92171158,0.1536555290222168,23721871.37233644,0.15364670753479004,24110443.02788321,0.14713788032531738,24193808.02690106,0.15367984771728516,24182693.279278353,0.1471395492553711,24129415.515959386,0.15365076065063474,24455877.344487485,0.153656005859375,24377327.101368546,0.13113665580749512,24905556.24513084,0.14716482162475586,24696230.19234603,0.1471571922302246,13372118.684693806,0.1471414566040039,11262563.779220173,0.15367674827575686,10394000.060970921
10,0.16289710998535156,21453408.831961364,0.16277241706848145,22218452.9385046,0.16927385330200195,22619707.50176531,0.16286587715148926,23172751.8901496,0.16888689994812012,23309798.891557492,0.1627657413482666,23430095.29746776,0.17175507545471191,23595735.635903414,0.1692812442779541,23994036.334165238,0.16276144981384275,24068811.347914807,0.16930341720581055,24069556.233533893,0.16927862167358398,23975613.966940932,0.16927456855773926,24338487.270871993,0.1692800521850586,24265592.07804459,0.14676117897033691,24772826.141778663,0.16277003288269046,24571913.170268364,0.16275906562805176,13372118.684693808,0.1627671718597412,11278551.95636385,0.1692955493927002,10404631.540228149
11,0.17852091789245605,21351190.803087227,0.17840147018432614,22116903.841746435,0.18489360809326166,22528653.133693017,0.1784977912902832,23067662.90089347,0.18451404571533206,23206829.21833365,0.1849017143249512,23288386.858418755,0.18738412857055664,23495086.444067694,0.1849045753479004,23886023.50646046,0.17838740348815918,23953378.99709233,0.18493008613586426,23964524.47418298,0.18490290641784668,23876383.922127083,0.18490195274353027,24229584.164415408,0.1849048137664795,24161840.74766177,0.16251611709594727,24649860.90846711,0.1783926486968994,24457015.07435868,0.18489480018615725,13372118.684693808,0.1783924102783203,11293827.325316757,0.18493390083312988,10414896.747972135
